Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Adrenal cortex	157/4574	0.17740130573115892	0.7050889095526373	0	0	1.0949900688296623	1.8936110550083725	PHLDB1;KCNG4;PRDM4;FCF1;STK19;ZDHHC7;TXNDC17;CNST;TMEM147;APMAP;COTL1;AP1S3;KRTAP3-2;GYG1;SCN1B;MBNL1;TLE2;SECISBP2;TAP1;SRRM1;COX6B1;DDX39A;CRISPLD2;MSH5;CSNK2B;AGTR1;FKBP9;ZNF554;SCG2;CFB;RHCE;FTO;NLRX1;CPB1;TMED10;ANP32A;NOTCH4;TSHZ2;GMPS;VPS26B;TXN;OAZ1;RHOBTB1;GTF2E2;ATP5L;BAG6;TMEM25;ARHGAP21;NEU1;HLTF;GSE1;KRTAP4-2;SLC15A4;UBE2F;NEK9;DARS;HLA-DRB5;EIF2B2;RBPMS;GADD45B;MCAM;TRAPPC4;PBX2;DCDC2;C1ORF63;LSM5;PRRC2B;QKI;EIF1;ARHGAP33;RPS25;LSM7;FXYD3;GIPC1;ZNF30;HLA-DRA;HYOU1;PPT2;HAMP;HLA-DRB1;C2CD2L;FARSB;OR7A10;PIWIL1;CLIC4;HSPB6;RPLP1;COX4I1;TECR;DMKN;SERPINA5;IMMP2L;C14ORF1;LRRFIP1;UBXN4;CLIC1;PSENEN;BRD2;RING1;H2AFX;C6ORF62;KIF23;LSR;FOS;ETV2;KRT31;AES;CYP21A2;SAPCD1;SYF2;DDAH2;CTDSP2;CKS2;PFDN4;EGFL8;HLA-DQB1;NDUFB7;DDX24;MCCD1;COL11A2;TIMM13;CXCR4;AGPAT1;RNF5;THBS1;RHD;RXRB;DNAJB1;KIAA0513;PPP2CB;NT5E;HLA-DMB;NCLN;NPY;GNA11;ZNF503;RNASEK-C17ORF49;C3ORF33;SLIT2;GINS2;MBTPS1;IRX3;YLPM1;ZFC3H1;ARCN1;C12ORF23;C6ORF48;JSRP1;AADAC;LEPREL4;HLA-DPB1;RIMBP2;RBM42;NCAPD3;RAMP1;HSPA1B;HSPA1A
Thymus	169/4940	0.17762921183703473	0.7050889095526373	0	0	1.0924011037438577	1.8877313532512816	DPAGT1;KCNG4;SERPINE2;PRDM4;GMNN;ZDHHC7;PALM2-AKAP2;PWP1;TXNDC17;CNST;TMEM147;APMAP;COTL1;IGFLR1;AP1S3;SLC39A7;KRTAP3-2;GYG1;SCN1B;CD97;MBNL1;HLA-B;TAP1;HLA-C;UBE4A;RUNX3;SRRM1;COX6B1;DDX39A;DDX39B;IFI27;CRISPLD2;CSNK2B;ZNF554;CFB;RHCE;FTO;NLRX1;TMED10;ANP32A;NOTCH4;GMPS;VPS26B;TXN;OAZ1;GTF2E2;ATP5L;BAG6;TMEM25;ARHGAP21;GSE1;KRTAP4-2;HLA-DQA2;SLC15A4;HLA-DQA1;UBE2F;NEK9;DARS;HLA-DRB5;EIF2B2;JUP;GADD45B;MCAM;TRAPPC4;SLC33A1;DCDC2;C1ORF63;LSM5;PRRC2B;QKI;PRRC2A;EIF1;LSM2;ARHGAP33;RPS25;LSM7;FXYD3;GIPC1;ZNF30;HLA-DRA;HYOU1;PPT2;HLA-DRB1;CD22;FARSB;CLIC4;RPLP1;COX4I1;POMT1;TECR;CD3G;DMKN;CD3D;LMNB2;SYNCRIP;GLT1D1;IMMP2L;LRRFIP1;UBXN4;CLIC1;PSENEN;ACAD8;BRD2;RING1;H2AFX;C6ORF62;KIF23;FOS;AES;ALDH5A1;SYF2;DDAH2;CTDSP2;CKS2;COL6A3;IRF8;LCP2;MCM6;DOCK2;PFDN4;EGFL8;HLA-DQB1;NDUFB7;DDX24;USP10;MCCD1;TIMM13;DLST;CXCR4;AGPAT1;RNF5;AKAP2;RHD;DNAJB1;PPP2CB;HLA-DMA;GNA15;HLA-DMB;NCLN;TAF1C;RNASEK-C17ORF49;C3ORF33;JAM3;MICB;GINS2;MBTPS1;SEMA4D;IRX3;YLPM1;ZFC3H1;PSMB8;PSMB9;ARCN1;C12ORF23;C6ORF48;KRT19;JSRP1;KRT17;KRT15;KBTBD2;KRT14;HLA-DPB1;ZNF217;RBM42;NCAPD3;PKN1;R3HDM1;HSPA1B;HSPA1A
Aortic smooth muscle	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	AGER
Nephroblastoma cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	CKS2
Cornea	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	KRT12
OCI-AML3 cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	XAF1
Megakaryocyte	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	HPGDS
Perilymphatic space	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	SPESP1
Plant crown	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	MBNL1
Pulvinus	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	ACOT13
Retinal ganglion cell line	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	SUCNR1
BmN cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	MPP6
Shoot	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	ATP4A
CH-1 cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	SOX6
Cerebrovascular system	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	HSPB6
TM-3 cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	PAQR5
Tongue cancer cell line	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	ACYP1
Detrusor	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	UPK2
Uroepithelial cell line	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	SLC16A11
brl1	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	CRISPLD2
c83	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	C2
e21	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	ERCC6
Glans penis	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	STK19
p3h3	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	LEPREL4
HO-8910 cell	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	FXYD3
tn368	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	MPP6
Human lens epithelial cell line	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	XRCC6BP1
Intestinal epithelium	1/6	0.17780971342457672	0.7050889095526373	0	0	6.038377535101404	10.428527546379502	GAST
Nerve	6/118	0.1791551324905151	0.7050889095526373	0	0	1.6211253369272238	2.7875301825911505	DNAJB1;HLA-B;HLA-C;HLA-DQA1;QKI;HSPA1A
Neurula	2/24	0.1791642571176067	0.7050889095526373	0	0	2.746590909090909	4.722631936002285	PAX3;SOX6
Cerebellar Purkinje cell	2/24	0.1791642571176067	0.7050889095526373	0	0	2.746590909090909	4.722631936002285	PTPRR;SLC1A6
Gingiva	4/69	0.18073030834103446	0.7050889095526373	0	0	1.8609115022908127	3.183553176539918	KRT19;TECR;KRT14;TNF
Bladder	18/443	0.18309568906720602	0.7050889095526373	0	0	1.2850452488687782	2.1816809087668356	SERPINA3;BRD2;MBNL1;RPLP1;HLA-B;HLA-C;FOS;C1ORF63;ATP5L;KRT19;KRT17;FXYD3;KRT16;KRT14;HLA-DRA;HLA-DQA1;HLA-DQB1;HSPA1A
Panicle	2/25	0.19084535843961786	0.7050889095526373	0	0	2.6270380434782608	4.351141623686043	GSE1;EIF1
Bacteroid	2/25	0.19084535843961786	0.7050889095526373	0	0	2.6270380434782608	4.351141623686043	NLRX1;ALDH5A1
Stria vascularis	2/25	0.19084535843961786	0.7050889095526373	0	0	2.6270380434782608	4.351141623686043	FOXI1;RIMBP2
MDCK-2 cell	2/25	0.19084535843961786	0.7050889095526373	0	0	2.6270380434782608	4.351141623686043	MLPH;AVL9
Astrocytoma cell	3/47	0.19112002527686497	0.7050889095526373	0	0	2.060819462227913	3.4103545960923825	UBE2F;HYOU1;AIF1
Urine	2/26	0.20262331544241372	0.7050889095526373	0	0	2.517447916666667	4.018870501122954	SERPINA1;HAMP
N18TG2 cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	CHAT
Nervous system	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	SEMA4D
Urinary bladder cancer cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	UPK2
Pyloric region	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	GAST
Pyloric stomach	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	GAST
RCC 786-O cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	LY6G6D
Amoeba	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	KRT9
SK-N-DZ cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	MED27
Bt	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	HLA-DMA
Cerebral subcortex	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	TLE6
Daphnid	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	TMEM132D
Uterine horn	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	PGF
Ejaculatory duct	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	MSH5
e2	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	UBE4A
mdamb157	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	RFWD2
HEL cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	ZNF277
Hepatic cecum	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	TXNDC17
Histiocyte	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	SERPINA3
HuH-7 cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	SERPINA11
Intestinal mucosa	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	GAST
MA-104 cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	C6ORF48
MEF cell	1/7	0.20420990502644884	0.7050889095526373	0	0	5.031721268850754	7.993426965216541	VPS26B
Periodontal ligament	3/49	0.2076843929278299	0.7050889095526373	0	0	1.9710144927536233	3.0979138302776867	MCAM;TECR;TNF
Bladder wall	2/27	0.21447991054095944	0.7050889095526373	0	0	2.416625	3.7204889244002737	NPY;SLC18A3
K-562 cell	4/75	0.22053403658014412	0.7050889095526373	0	0	1.7031215506203365	2.574614357841244	NCR3;HMBS;TNF;RHCE
Syncytium	2/28	0.2263979924632443	0.7050889095526373	0	0	2.323557692307692	3.451553868239038	CDK1;CXCR4
Ureter	2/28	0.2263979924632443	0.7050889095526373	0	0	2.323557692307692	3.451553868239038	TSHZ3;UPK2
Middle cerebral artery	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	AIF1
Umbilical cord	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	AES
Ppes	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	DARS
RBL-1 cell	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	LIN37
Rat-2 cell	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	FOS
CV-1 cell	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	RXRB
Stolon	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	PITPNM3
Empyema fluid	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	LIN37
Endocardium	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	IRX5
Vertebral endplate	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	COL11A2
Epiglottis	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	SPESP1
G-361 cell	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	ABHD16A
ml3	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	ZNF277
HT-1197 cell	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	UPK2
Mantle muscle	1/8	0.22976367528859654	0.7050889095526373	0	0	4.3126810786717185	6.342677300373713	SGTA
Ophthalmic nerve	118/3453	0.2381744403024436	0.7050889095526373	0	0	1.0819288828868008	1.5522995542884817	PHLDB1;KCNG4;SERPINE2;PRDM4;FCF1;ZDHHC7;PALM2-AKAP2;TXNDC17;CNST;TMEM147;APMAP;NIPAL3;COTL1;AP1S3;KRTAP3-2;GYG1;SCN1B;MBNL1;TLE2;TAP1;UBE4A;SRRM1;COX6B1;IFI27;CRISPLD2;MSH5;CSNK2B;ZNF554;SCG2;CFB;RHCE;FTO;NLRX1;TMED10;NOTCH4;TXN;OAZ1;ATP5L;BAG6;TMEM25;ARHGAP21;TSPAN8;KRTAP4-2;SLC15A4;UBE2F;DARS;EIF2B2;GADD45B;MCAM;PBX2;DCDC2;C1ORF63;LSM5;QKI;EIF1;ARHGAP33;RPS25;GIPC1;ZNF30;HLA-DRA;PPT2;FARSB;SERPINA3;PIWIL1;CLIC4;RPLP1;COX4I1;TECR;DMKN;GLT1D1;IMMP2L;C14ORF1;CLIC1;BCAS1;PSENEN;BRD2;RING1;H2AFX;C6ORF62;KIF23;FOS;AES;SAPCD1;SYF2;DDAH2;CTDSP2;CKS2;COL6A3;PFDN4;EGFL8;DDX24;MCCD1;COL11A2;TIMM13;AGPAT1;RHD;DNAJB1;KIAA0513;PPP2CB;NT5E;HLA-DMB;NCLN;RNASEK-C17ORF49;C3ORF33;GINS2;MBTPS1;IRX3;YLPM1;ARCN1;C12ORF23;C6ORF48;JSRP1;HLA-DPB1;RIMBP2;RBM42;NCAPD3;HSPA1B;HSPA1A
Myeloid progenitor cell	2/29	0.23836142692516074	0.7050889095526373	0	0	2.2373842592592594	3.2083355446785804	GMPS;IRF8
Promastigote	2/29	0.23836142692516074	0.7050889095526373	0	0	2.2373842592592594	3.2083355446785804	TNF;HAMP
Latex	2/29	0.23836142692516074	0.7050889095526373	0	0	2.2373842592592594	3.2083355446785804	C6ORF48;TNF
Ganglion	13/323	0.2404567701027339	0.7050889095526373	0	0	1.2699317913739165	1.8099257817670764	PSENEN;GRIA1;GSR;CHAT;FOS;AIF1;TNF;MAG;GNA15;NPY;SCG2;SLC18A3;DRGX
Aorta endothelium	2/30	0.25035504903613576	0.7050889095526373	0	0	2.1573660714285716	2.9876827103154695	MCAM;THBS1
Periosteum	2/30	0.25035504903613576	0.7050889095526373	0	0	2.1573660714285716	2.9876827103154695	CBL;TNF
Merocrine gland	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	KRT15
Metacestode	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	TXNRD3
Microglia	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	P2RY12
Embryonic carcinoma cell line	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	ACYP1
Histiocytic lymphoma cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	EHMT2
Myometrium	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	KCNMB1
Adrenocortical carcinoma cell line	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	CYP21A2
SGC-7901 cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	GSE1
Breast invasive ductal carcinoma cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	TSHZ2
Shell gland	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	COTL1
Sporangium	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	MRS2
Cerebral organ	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	HLA-DOB
Eyestalk	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	TMEM132D
Femorotibial joint	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	FCF1
f1	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	PBX2
Geep	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	WRN
lc90	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	MRS2
Goblet cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	KRT12
Inferior frontal gyrus	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	PAQR5
Juxtaglomerular cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	SERPINA3
KYSE-30 cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	TLE2
Laryngeal squamous cell carcinoma cell	1/9	0.25449812004986444	0.7050889095526373	0	0	3.7734009360374414	5.163755149711311	PFDN4
Neutrophil	2/31	0.2623646178618333	0.7050889095526373	0	0	2.082866379310345	2.786917021706393	CXCR4;C19ORF35
Choanomastigote	2/31	0.2623646178618333	0.7050889095526373	0	0	2.082866379310345	2.786917021706393	UBE4A;KIAA0319
Trigeminal nerve	2/31	0.2623646178618333	0.7050889095526373	0	0	2.082866379310345	2.786917021706393	CHAT;FOS
Seedling	5/108	0.2663422470499624	0.7050889095526373	0	0	1.4673606559875632	1.9412787553587671	MRS2;ATP4A;HPGDS;GSR;CRY1
MOLT-4 cell	149/4430	0.2697486504147085	0.7050889095526373	0	0	1.0644102698228362	1.3946591793992287	KCNG4;SERPINE2;PRDM4;EHMT2;GMNN;ZDHHC7;PALM2-AKAP2;PWP1;TXNDC17;CNST;TMEM147;APMAP;COTL1;IGFLR1;AP1S3;KRTAP3-2;SCN1B;MBNL1;SECISBP2;TAP1;ACOT13;UBE4A;ACSL3;ACYP1;SRRM1;COX6B1;DDX39A;C6ORF25;MSH5;CSNK2B;ZNF554;CFB;ZNF277;FTO;NLRX1;TMED10;ANP32A;NOTCH4;GMPS;VPS26B;TXN;OAZ1;GTF2E2;ATP5L;BAG6;TMEM25;ARHGAP21;HLTF;GSE1;KRTAP4-2;SMYD3;SLC15A4;UBE2F;NEK9;DARS;EIF2B2;MCAM;TRAPPC4;PBX2;DCDC2;C1ORF63;LSM5;PRRC2B;QKI;EIF1;LSM2;ARHGAP33;RPS25;LSM7;TDP2;FXYD3;GIPC1;ZNF30;CDK1;HYOU1;PPT2;FARSB;CLIC4;RPLP1;COX4I1;TECR;CD3G;DMKN;CD3D;LMNB2;SYNCRIP;GLT1D1;IMMP2L;C14ORF1;SPDL1;LRRFIP1;UBXN4;CLIC1;PSENEN;BRD2;RING1;H2AFX;C6ORF62;KIF23;AES;SAPCD1;SYF2;DDAH2;CTDSP2;CKS2;CRY1;LCP2;MCM6;DOCK2;PFDN4;EGFL8;NDUFB7;DDX24;MCCD1;COL11A2;TIMM13;CXCR4;AGPAT1;RNF5;RHD;DNAJB1;PPP2CB;WRN;GNA15;HLA-DMB;NCLN;RNASEK-C17ORF49;C3ORF33;MICB;GINS2;MBTPS1;SEMA4D;IRX3;YLPM1;ZFC3H1;PSMB8;PSMB9;ARCN1;C12ORF23;C6ORF48;JSRP1;KBTBD2;RIMBP2;ZNF217;RBM42;NCAPD3;R3HDM1;HSPA1B;PTPN3
NIH-3T3 cell	5/109	0.2724922425388733	0.7050889095526373	0	0	1.4531759449341868	1.8893396322443525	HPGDS;RAPGEF1;FOS;CBL;TNF
Olfactory epithelium	2/32	0.2743767729806116	0.7050889095526373	0	0	2.013333333333333	2.6037494403476273	RIC8B;PDE1C
Renal epithelium	2/32	0.2743767729806116	0.7050889095526373	0	0	2.013333333333333	2.6037494403476273	DDX39B;NOX5
BMMC cell	2/32	0.2743767729806116	0.7050889095526373	0	0	2.013333333333333	2.6037494403476273	LCP2;TNF
Sciatic nerve	2/32	0.2743767729806116	0.7050889095526373	0	0	2.013333333333333	2.6037494403476273	CHAT;AIF1
Optic nerve	3/57	0.27648628155735017	0.7050889095526373	0	0	1.6783168144670493	2.1576341507575454	MAG;RBPMS;AIF1
Mast cell line	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	CPA3
Melanocyte cell line	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	RAB21
NS20Y cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	CHAT
Myeloid dendritic cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	MBTPS1
Parametrium	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	SLC13A5
Achene	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	KRTAP1-1
Pterygium	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	FLVCR2
SK-N-MC cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	NPY
Blast cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	CD22
Synovial sarcoma cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	FZD10
Thoracic spine	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	ALDH5A1
FM3A cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	TMEM132D
Flexor digitorum profundus	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	GPANK1
melan-a cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	RAB21
HSCC cell	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	TSHZ3
Hypopharynx	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	ATP4A
Insect tracheal system	1/10	0.2784394692960893	0.7050889095526373	0	0	3.3539608250996706	4.288222003162964	MPP6
Abdominal adipose tissue	3/58	0.2852719332742467	0.7050889095526373	0	0	1.64771660264618	2.06675136933034	FTO;SERPINA12;NPY
Pancreatic juice	2/33	0.286378992680962	0.7050889095526373	0	0	1.9482862903225806	2.4362135427673444	CPB1;GAST
Amastigote	2/33	0.286378992680962	0.7050889095526373	0	0	1.9482862903225806	2.4362135427673444	KRT39;TNF
Thyroid nodule	2/33	0.286378992680962	0.7050889095526373	0	0	1.9482862903225806	2.4362135427673444	LSM7;KRT19
adipose-derived stem cell	2/33	0.286378992680962	0.7050889095526373	0	0	1.9482862903225806	2.4362135427673444	NT5E;MCAM
T-lymphocyte	11/280	0.2897193833330319	0.7050889095526373	0	0	1.2370698543057281	1.5325346715823098	BAG6;BRD2;SEMA4D;C6ORF25;FAM65B;STK19;LTB;DOCK2;LMNB2;SRRM1;PRRC2A
HUVEC cell	5/113	0.2973704472908056	0.7050889095526373	0	0	1.399063899063899	1.6967519868568415	DDAH2;MCAM;TNF;THBS1;PGF
Cerebral white matter	2/34	0.2983595540545877	0.7050889095526373	0	0	1.8873046875	2.282611907448804	EIF2B2;QKI
Fibroblast	6/141	0.29986939601068	0.7050889095526373	0	0	1.3433263452131377	1.6179133269050383	NEK9;PPP2CB;NEU1;CRY1;COL6A3;OAZ1
Myocardium	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	HLA-DOB
Myoepithelial cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	KRT13
NCI-H295R cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	CYP21A2
Nuchal ligament	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	THOP1
Craniofacial region	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	VSX1
Pheochromocytoma cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	FOS
Proventriculus	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	GAST
Pyloric cecum	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	CPB1
Apical hook	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	CRY1
Rheumatoid arthritis disease specific synovial fibroblast	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	TNF
SF-21 cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	MPP6
Body wall muscle	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	UBE4A
Sporocyst	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	LSM2
Sto	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	FTO
Tooth bud	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	FLRT2
Trophoblast cell line	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	PGF
EJ cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	UPK2
Vitellarium	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	MRS2
Fetal serum	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	SERPINA6
Foot sole	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	KRT9
hutu80	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	SLC44A4
HBE cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	ARCN1
vp8	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	GPANK1
Ishikawa cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	UBE2F
MHCC97-L cell	1/11	0.3016131145562444	0.7050889095526373	0	0	3.018408736349454	3.617895379981836	CHST13
Neonate	4/87	0.3055402557185734	0.7050889095526373	0	0	1.4559806624617593	1.7263180361258321	TNF;PGF;RHCE;RHD
